1,Jumper Wires Pack
1,Row male header pins
2,1N4148 Diode
10,10K Ohm Resistor
10,330 Ohm Resistor
2,5mm Yellow LED
2,5mm White LED
2,5mm Blue LED
2,5mm Red LED
2,5mm Green LED
1,RGB LED
1,Breadboard
1,Arduino Uno Board
1,USB Cable
1,Mini Servo
1,74HC595 Shift Register
4,Pushbutton
1,Photo Resistor
1,10K Ohm Potentiometer
2,2N222A Transistor
1,Temperature Sensor TMP36
1,Piezo Buzzer
1,5V DPDT Relay
1,DC Toy Motor
1,Arduino Holder
1,Box
1,Circuit Sheets
1,Arduino Experimentation Guide
